Frame,Time,RMSD
0,0,0
1,0.049,0.518095880746842
2,0.098,0.638185292482376
3,0.147,0.606165498495102
4,0.196,0.625464469194412
5,0.245,0.620326459407806
6,0.294,0.632510244846344
7,0.343,0.644049137830734
8,0.392,0.66516962647438
9,0.441,0.679390072822571
10,0.49,0.682083666324615
11,0.539,0.675987273454666
12,0.588,0.659086793661118
13,0.637,0.657249718904495
14,0.686,0.686024010181427
15,0.735,0.701004326343537
16,0.784,0.747611433267594
17,0.833,0.792860269546509
18,0.882,0.736340045928955
19,0.931,0.741640686988831
20,0.98,0.780986398458481
21,1.029,0.734779000282287
22,1.078,0.692968130111695
23,1.127,0.667173385620117
24,1.176,0.790108233690262
25,1.225,0.726084768772125
26,1.274,0.77175897359848
27,1.323,0.763519763946533
28,1.372,0.860069781541825
29,1.421,0.883217424154282
30,1.47,0.851397514343262
31,1.519,0.8816277384758
32,1.568,0.975552409887314
33,1.617,0.948092997074126
34,1.666,0.771819561719895
35,1.715,0.770733922719955
36,1.764,0.701323658227921
37,1.813,0.760537505149842
38,1.862,0.708896994590759
39,1.911,0.738083392381668
40,1.96,0.735282480716705
41,2.009,0.845414072275162
42,2.058,0.861985802650451
43,2.107,0.998963952064512
44,2.156,0.90119206905365
45,2.205,0.891794145107269
46,2.254,0.809329479932785
47,2.303,0.71290135383606
48,2.352,0.755305916070938
49,2.401,0.820103168487548
50,2.45,0.838450312614441
51,2.499,0.874086290597915
52,2.548,0.772482931613922
53,2.597,0.749787956476212
54,2.646,0.731285959482193
55,2.695,0.685243517160416
56,2.744,0.799948334693908
57,2.793,0.720497876405716
58,2.842,0.790402621030807
59,2.891,0.825906157493591
60,2.94,0.810560822486877
61,2.989,0.84099605679512
62,3.038,0.936830073595047
63,3.087,0.825830340385437
64,3.136,0.745300352573395
65,3.185,0.829136729240417
66,3.234,0.835939973592758
67,3.283,0.827715396881104
68,3.332,0.900600582361222
69,3.381,0.834656864404679
70,3.43,0.86742040514946
71,3.479,0.855109721422195
72,3.528,0.800557911396027
73,3.577,0.882042914628983
74,3.626,0.909394711256027
75,3.675,0.895681887865067
76,3.724,0.843804240226745
77,3.773,0.871319055557251
78,3.822,0.766366571187973
79,3.871,0.798657894134521
80,3.92,0.86364734172821
81,3.969,1.04424923658371
82,4.018,0.919387817382812
83,4.067,0.772162288427353
84,4.116,0.949828207492828
85,4.165,0.943251341581346
86,4.214,0.858628422021866
87,4.263,0.875734090805053
88,4.312,0.823566406965256
89,4.361,0.799655169248581
90,4.41,0.788263976573944
91,4.459,0.831488579511642
92,4.508,0.863123416900635
93,4.557,0.880448967218399
94,4.606,0.828131407499314
95,4.655,0.891768246889112
96,4.704,0.819986581802368
97,4.753,0.863758474588394
98,4.802,0.774446845054626
99,4.851,0.871830403804779
100,4.9,0.753332763910294
101,4.949,0.718063175678253
102,4.998,0.735336124897003
103,5.047,0.739484518766403
104,5.096,0.700872153043747
105,5.145,0.849072098731995
106,5.194,0.813160598278045
107,5.243,0.788467705249786
108,5.292,0.782558917999268
109,5.341,0.800415545701981
110,5.39,0.829152375459671
111,5.439,0.787320792675019
112,5.488,0.847284734249115
113,5.537,0.797123670578003
114,5.586,0.836100250482559
115,5.635,0.805617898702621
116,5.684,0.815405815839767
117,5.733,0.792482912540436
118,5.782,0.836983501911163
119,5.831,0.884721904993057
120,5.88,0.77219694852829
121,5.929,0.771345317363739
122,5.978,0.754034072160721
123,6.027,0.846803784370422
124,6.076,0.867162615060806
125,6.125,0.795356929302216
126,6.174,0.907138615846633
127,6.223,0.893128901720047
128,6.272,0.838679373264313
129,6.321,0.963353186845779
130,6.37,0.980537980794907
131,6.419,0.834654450416564
132,6.468,0.809200912714005
133,6.517,0.752373307943344
134,6.566,0.809934884309768
135,6.615,0.743552595376968
136,6.664,0.868168383836746
137,6.713,0.746527493000031
138,6.762,0.832548409700393
139,6.811,0.832665085792542
140,6.86,0.835207045078277
141,6.909,0.776695966720581
142,6.958,0.73983547091484
143,7.007,0.772924393415451
144,7.056,0.708726495504379
145,7.105,0.690363883972168
146,7.154,0.663187682628631
147,7.203,0.749410390853882
148,7.252,0.726177096366883
149,7.301,0.720292389392853
150,7.35,0.704789668321609
151,7.399,0.836947858333588
152,7.448,0.765249401330948
153,7.497,0.85803470015526
154,7.546,0.700648248195648
155,7.595,0.77983546257019
156,7.644,0.851936340332031
157,7.693,0.820185929536819
